"tf","fam","target","dna_binding.conservation","dna_binding.dapSeq","coDiffExp_0PF","coDiffExp_P0F","coDiffExp_0P0F","coDiffExp","p.rf","rank","mode_of_regulation"
"AT1G77200","AP2/ERF-ERF","AT3G10600",0,1,0,0,0,0,0.958410044999518,1.95841004499952,"activation"
"AT1G77200","AP2/ERF-ERF","AT2G25740",0,1,0,0,0,0,0.958338750330262,1.95833875033026,"activation"
"AT3G16280","AP2/ERF-ERF","AT2G45550",0,1,0,0,0,0,0.958124866322495,1.9581248663225,"activation"
"AT1G77200","AP2/ERF-ERF","AT5G50375",0,1,0,0,0,0,0.958103897302126,1.95810389730213,"activation"
"AT3G56980","bHLH","AT3G15060",0,0,0,1,0,1,0.957973889375836,1.95797388937584,"repression"
"AT1G77200","AP2/ERF-ERF","AT2G20630",0,1,0,0,0,0,0.957919369922876,1.95791936992288,"repression"
"AT5G54230","MYB","AT2G19200",0,1,0,0,0,0,0.957894207098433,1.95789420709843,"activation"
"AT5G54230","MYB","AT5G15580",0,1,0,0,0,0,0.95768451689474,1.95768451689474,"repression"
"AT3G16280","AP2/ERF-ERF","AT4G12240",0,1,0,0,0,0,0.957592253205115,1.95759225320511,"activation"
"AT1G77200","AP2/ERF-ERF","AT1G09970",0,1,0,0,0,0,0.957558702772524,1.95755870277252,"repression"
"AT5G54230","MYB","AT1G65520",0,1,0,0,0,0,0.957525152339933,1.95752515233993,"activation"
"AT5G54230","MYB","AT2G22330",0,1,0,0,0,0,0.957516764731785,1.95751676473179,"activation"
"AT5G54230","MYB","AT1G78120",0,1,0,0,0,0,0.957428694846234,1.95742869484623,"activation"
"AT3G16280","AP2/ERF-ERF","AT3G19920",0,1,0,0,0,0,0.95742450104216,1.95742450104216,"repression"
"AT5G54230","MYB","AT5G40390",0,1,0,0,0,0,0.957135128561064,1.95713512856106,"activation"
"AT1G77200","AP2/ERF-ERF","AT3G60880",0,1,0,0,0,0,0.957105771932547,1.95710577193255,"activation"
"AT5G54230","MYB","AT3G55470",0,1,0,0,0,0,0.957084802912178,1.95708480291218,"repression"
"AT5G54230","MYB","AT2G36290",0,1,0,0,0,0,0.957080609108104,1.9570806091081,"activation"
"AT1G77200","AP2/ERF-ERF","AT4G19120",0,1,0,0,0,0,0.957055446283661,1.95705544628366,"activation"
"AT5G54230","MYB","AT4G39510",0,1,0,0,0,0,0.956933825965519,1.95693382596552,"activation"
"AT1G77200","AP2/ERF-ERF","AT1G58360",0,1,0,0,0,0,0.95683736847182,1.95683736847182,"repression"
"AT1G77200","AP2/ERF-ERF","AT3G53190",0,1,0,0,0,0,0.956803818039229,1.95680381803923,"activation"
"AT5G54230","MYB","AT1G15800",0,1,0,0,0,0,0.95678284901886,1.95678284901886,"activation"
"AT5G54230","MYB","AT5G55630",0,1,0,0,0,0,0.956753492390342,1.95675349239034,"activation"
"AT3G16280","AP2/ERF-ERF","AT2G48130",0,1,0,0,0,0,0.956640259680348,1.95664025968035,"activation"
"AT1G77200","AP2/ERF-ERF","AT5G50000",0,1,0,0,0,0,0.956631872072201,1.9566318720722,"activation"
"AT4G17900","PLATZ","AT1G77200",0,0,0,0,1,1,0.956518639362206,1.95651863936221,"repression"
"AT3G16280","AP2/ERF-ERF","AT5G06720",0,1,0,0,0,0,0.956443150888877,1.95644315088888,"activation"
"AT1G77200","AP2/ERF-ERF","AT5G28740",0,1,0,0,0,0,0.956397019044064,1.95639701904406,"activation"
"AT1G77200","AP2/ERF-ERF","AT5G26850",0,1,0,0,0,0,0.956321530570735,1.95632153057073,"activation"
"AT3G16280","AP2/ERF-ERF","AT4G33040",0,1,0,0,0,0,0.956195716448519,1.95619571644852,"activation"
"AT5G54230","MYB","AT4G39820",0,1,0,0,0,0,0.956170553624076,1.95617055362408,"repression"
"AT5G54230","MYB","AT4G12080",0,1,0,0,0,0,0.95615377840778,1.95615377840778,"activation"
"AT1G77200","AP2/ERF-ERF","AT4G32250",0,1,0,0,0,0,0.956145390799633,1.95614539079963,"activation"
"AT1G77200","AP2/ERF-ERF","AT5G28290",0,1,0,0,0,0,0.956132809387411,1.95613280938741,"activation"
"AT5G54230","MYB","AT5G43150",0,1,0,0,0,0,0.956090871346672,1.95609087134667,"activation"
"AT3G16280","AP2/ERF-ERF","AT2G46140",0,1,0,0,0,0,0.956019576677417,1.95601957667742,"repression"
"AT3G16280","AP2/ERF-ERF","AT2G34060",0,1,0,0,0,0,0.955906343967423,1.95590634396742,"repression"
"AT1G77200","AP2/ERF-ERF","AT1G79650",0,1,0,0,0,0,0.955881181142979,1.95588118114298,"activation"
"AT5G54230","MYB","AT1G01420",0,1,0,0,0,0,0.955822467885945,1.95582246788595,"activation"
"AT3G16280","AP2/ERF-ERF","AT5G60090",0,1,0,0,0,0,0.95580569266965,1.95580569266965,"activation"
"AT1G77200","AP2/ERF-ERF","AT3G48020",0,1,0,0,0,0,0.955549870621144,1.95554987062114,"repression"
"AT1G77200","AP2/ERF-ERF","AT1G49050",0,1,0,0,0,0,0.955528901600775,1.95552890160078,"repression"
"AT1G77200","AP2/ERF-ERF","AT1G79660",0,1,0,0,0,0,0.955516320188553,1.95551632018855,"repression"
"AT5G54230","MYB","AT5G28080",0,1,0,0,0,0,0.95551212638448,1.95551212638448,"activation"
"AT1G77200","AP2/ERF-ERF","AT4G16120",0,1,0,0,0,0,0.955495351168184,1.95549535116818,"activation"
"AT3G16280","AP2/ERF-ERF","AT2G45870",0,1,0,0,0,0,0.955465994539667,1.95546599453967,"repression"
"AT5G54230","MYB","AT5G63970",0,1,0,0,0,0,0.955461800735593,1.95546180073559,"activation"
"AT3G16280","AP2/ERF-ERF","AT4G19610",0,1,0,0,0,0,0.955415668890781,1.95541566889078,"repression"
"AT3G56980","bHLH","AT4G00700",0,0,0,1,0,1,0.955268885748196,1.9552688857482,"activation"
"AT1G77200","AP2/ERF-ERF","AT5G18460",0,1,0,0,0,0,0.955214366295235,1.95521436629524,"activation"
"AT3G16280","AP2/ERF-ERF","AT1G10160",0,1,0,0,0,0,0.955172428254497,1.9551724282545,"activation"
"AT3G16280","AP2/ERF-ERF","AT3G12490",0,1,0,0,0,0,0.955075970760798,1.9550759707608,"repression"
"AT1G77200","AP2/ERF-ERF","AT3G02530",0,1,0,0,0,0,0.955055001740429,1.95505500174043,"activation"
"AT3G16280","AP2/ERF-ERF","AT5G07280",0,1,0,0,0,0,0.954908218597844,1.95490821859784,"activation"
"AT1G77200","AP2/ERF-ERF","AT4G05400",0,1,0,0,0,0,0.95490402479377,1.95490402479377,"activation"
"AT1G77200","AP2/ERF-ERF","AT5G36210",0,1,0,0,0,0,0.954878861969326,1.95487886196933,"activation"
"AT1G77200","AP2/ERF-ERF","AT1G04430",0,1,0,0,0,0,0.954870474361179,1.95487047436118,"activation"
"AT1G77200","AP2/ERF-ERF","AT5G13520",0,1,0,0,0,0,0.954866280557105,1.95486628055711,"activation"
"AT3G16280","AP2/ERF-ERF","AT3G17470",0,1,0,0,0,0,0.954778210671554,1.95477821067155,"activation"
"AT5G54230","MYB","AT5G10420",0,1,0,0,0,0,0.954736272630815,1.95473627263082,"activation"
"AT3G16280","AP2/ERF-ERF","AT2G48090",0,1,0,0,0,0,0.954715303610446,1.95471530361045,"repression"
"AT1G77200","AP2/ERF-ERF","AT3G44610",0,1,0,0,0,0,0.954660784157486,1.95466078415749,"activation"
"AT5G54230","MYB","AT1G10140",0,1,0,0,0,0,0.954639815137116,1.95463981513712,"activation"
"AT3G16280","AP2/ERF-ERF","AT1G72280",0,1,0,0,0,0,0.954602070900452,1.95460207090045,"activation"
"AT3G16280","AP2/ERF-ERF","AT2G40300",0,1,0,0,0,0,0.954593683292304,1.9545936832923,"repression"
"AT1G77200","AP2/ERF-ERF","AT5G50850",0,1,0,0,0,0,0.95458948948823,1.95458948948823,"repression"
"AT3G56980","bHLH","AT5G54230",0,0,0,1,0,1,0.954514001014901,1.9545140010149,"repression"
"AT1G77200","AP2/ERF-ERF","AT1G77750",0,1,0,0,0,0,0.954455287757866,1.95445528775787,"activation"
"AT1G77200","AP2/ERF-ERF","AT2G01720",0,1,0,0,0,0,0.95429592320306,1.95429592320306,"activation"
"AT3G16280","AP2/ERF-ERF","AT4G38170",0,1,0,0,0,0,0.954157527668622,1.95415752766862,"activation"
"AT1G77200","AP2/ERF-ERF","AT4G31550",0,1,0,0,0,0,0.954094620607514,1.95409462060751,"repression"
"AT5G54230","MYB","AT5G39380",0,1,0,0,0,0,0.954031713546407,1.95403171354641,"repression"
"AT3G16280","AP2/ERF-ERF","AT1G02910",0,1,0,0,0,0,0.954027519742333,1.95402751974233,"activation"
"AT5G54230","MYB","AT1G55940",0,1,0,0,0,0,0.954019132134185,1.95401913213419,"activation"
"AT1G77200","AP2/ERF-ERF","AT1G62330",0,1,0,0,0,0,0.954010744526037,1.95401074452604,"activation"
"AT3G16280","AP2/ERF-ERF","AT5G39970",0,1,0,0,0,0,0.953998163113816,1.95399816311382,"activation"
"AT1G77200","AP2/ERF-ERF","AT5G66680",0,1,0,0,0,0,0.953947837464929,1.95394783746493,"activation"
"AT1G77200","AP2/ERF-ERF","AT2G18170",0,1,0,0,0,0,0.953935256052708,1.95393525605271,"repression"
"AT3G16280","AP2/ERF-ERF","AT5G14960",0,1,0,0,0,0,0.953922674640486,1.95392267464049,"activation"
"AT3G16280","AP2/ERF-ERF","AT1G78630",0,1,0,0,0,0,0.953838798559009,1.95383879855901,"repression"
"AT1G77200","AP2/ERF-ERF","AT2G26230",0,1,0,0,0,0,0.953725565849015,1.95372556584901,"repression"
"AT1G77200","AP2/ERF-ERF","AT5G51060",0,1,0,0,0,0,0.953721372044941,1.95372137204494,"repression"
"AT3G16280","AP2/ERF-ERF","AT5G66220",0,1,0,0,0,0,0.953696209220498,1.9536962092205,"activation"
"AT1G77200","AP2/ERF-ERF","AT1G17370",0,1,0,0,0,0,0.95368782161235,1.95368782161235,"activation"
"AT3G16280","AP2/ERF-ERF","AT4G15660",0,1,0,0,0,0,0.953641689767537,1.95364168976754,"repression"
"AT1G77200","AP2/ERF-ERF","AT4G13990",1,1,0,0,0,0,0.953591364118651,1.95359136411865,"activation"
"AT1G77200","AP2/ERF-ERF","AT5G40860",0,1,0,0,0,0,0.953582976510503,1.9535829765105,"repression"
"AT1G77200","AP2/ERF-ERF","AT1G70990",0,1,0,0,0,0,0.953570395098282,1.95357039509828,"repression"
"AT5G54230","MYB","AT5G12470",0,1,0,0,0,0,0.953553619881986,1.95355361988199,"repression"
"AT1G77200","AP2/ERF-ERF","AT1G49410",0,1,0,0,0,0,0.953339735874219,1.95333973587422,"activation"
"AT3G16280","AP2/ERF-ERF","AT3G14570",0,1,0,0,0,0,0.953234890772373,1.95323489077237,"activation"
"AT3G16280","AP2/ERF-ERF","AT4G12910",0,1,0,0,0,0,0.953205534143856,1.95320553414386,"activation"
"AT3G16280","AP2/ERF-ERF","AT1G28430",0,1,0,0,0,0,0.953167789907191,1.95316778990719,"repression"
"AT1G77200","AP2/ERF-ERF","AT5G66440",0,1,0,0,0,0,0.953008425352384,1.95300842535238,"repression"
"AT1G77200","AP2/ERF-ERF","AT4G29250",0,1,0,0,0,0,0.952995843940163,1.95299584394016,"activation"
"AT1G77200","AP2/ERF-ERF","AT4G36500",0,1,0,0,0,0,0.952974874919793,1.95297487491979,"repression"
"AT5G54230","MYB","AT4G14890",0,1,0,0,0,0,0.95284067318943,1.95284067318943,"activation"
"AT1G77200","AP2/ERF-ERF","AT1G63850",0,1,0,0,0,0,0.952811316560913,1.95281131656091,"activation"
"AT3G16280","AP2/ERF-ERF","AT4G03480",0,1,0,0,0,0,0.9527651847161,1.9527651847161,"activation"
"AT5G54230","MYB","AT2G41160",0,1,0,0,0,0,0.952756797107953,1.95275679710795,"repression"
"AT5G54230","MYB","AT1G01640",0,1,0,0,0,0,0.952752603303879,1.95275260330388,"activation"
"AT3G16280","AP2/ERF-ERF","AT3G10450",0,1,0,0,0,0,0.952731634283509,1.95273163428351,"repression"
"AT5G54230","MYB","AT5G51970",0,1,0,0,0,0,0.952693890046845,1.95269389004684,"activation"
"AT3G16280","AP2/ERF-ERF","AT2G01470",0,1,0,0,0,0,0.952647758202032,1.95264775820203,"activation"
"AT1G77200","AP2/ERF-ERF","AT3G31910",0,1,0,0,0,0,0.952589044944998,1.952589044945,"repression"
"AT3G16280","AP2/ERF-ERF","AT5G28500",0,1,0,0,0,0,0.952576463532777,1.95257646353278,"activation"
"AT3G16280","AP2/ERF-ERF","AT1G34355",0,1,0,0,0,0,0.952542913100186,1.95254291310019,"repression"
"AT5G54230","MYB","AT4G16640",0,1,0,0,0,0,0.952492587451299,1.9524925874513,"activation"
"AT1G77200","AP2/ERF-ERF","AT3G03680",0,1,0,0,0,0,0.952463230822782,1.95246323082278,"activation"
"AT1G77200","AP2/ERF-ERF","AT3G28860",0,1,0,0,0,0,0.95234161050464,1.95234161050464,"activation"
"AT1G77200","AP2/ERF-ERF","AT3G63160",0,1,0,0,0,0,0.952274509639459,1.95227450963946,"activation"
"AT3G56980","bHLH","AT4G29690",0,0,0,1,0,1,0.952228377794646,1.95222837779465,"repression"
"AT1G77200","AP2/ERF-ERF","AT4G19710",0,1,0,0,0,0,0.952219990186498,1.9522199901865,"activation"
"AT3G16280","AP2/ERF-ERF","AT4G21480",0,1,0,0,0,0,0.952194827362055,1.95219482736206,"repression"
"AT1G77200","AP2/ERF-ERF","AT5G45640",0,1,0,0,0,0,0.95217805214576,1.95217805214576,"activation"
"AT4G17900","PLATZ","AT2G36410",0,0,0,0,1,1,0.952165470733538,1.95216547073354,"activation"
"AT3G16280","AP2/ERF-ERF","AT3G44550",0,1,0,0,0,0,0.952119338888726,1.95211933888873,"activation"
"AT5G54230","MYB","AT3G18930",0,1,0,0,0,0,0.952110951280578,1.95211095128058,"activation"
"AT1G77200","AP2/ERF-ERF","AT3G18130",0,1,0,0,0,0,0.952089982260209,1.95208998226021,"activation"
"AT3G16280","AP2/ERF-ERF","AT3G49940",0,1,0,0,0,0,0.952022881395027,1.95202288139503,"repression"
"AT1G77200","AP2/ERF-ERF","AT3G62760",0,1,0,0,0,0,0.951989330962436,1.95198933096244,"activation"
"AT3G16280","AP2/ERF-ERF","AT2G05200",0,1,0,0,0,0,0.951959974333919,1.95195997433392,"repression"
"AT3G56980","bHLH","AT1G27290",0,0,0,1,0,1,0.951918036293181,1.95191803629318,"activation"
"AT3G56980","bHLH","AT1G27050",0,0,0,1,0,1,0.95186351684022,1.95186351684022,"repression"
"AT3G16280","AP2/ERF-ERF","AT2G42900",0,1,0,0,0,0,0.951817384995408,1.95181738499541,"activation"
"AT5G54230","MYB","AT3G07970",0,1,0,0,0,0,0.951813191191334,1.95181319119133,"activation"
"AT5G54230","MYB","AT1G26930",0,1,0,0,0,0,0.951716733697635,1.95171673369764,"repression"
"AT3G16280","AP2/ERF-ERF","AT5G44670",0,1,0,0,0,0,0.951687377069118,1.95168737706912,"activation"
"AT1G77200","AP2/ERF-ERF","AT5G17380",0,1,0,0,0,0,0.951532206318385,1.95153220631839,"repression"
"AT3G16280","AP2/ERF-ERF","AT4G34990",0,1,0,0,0,0,0.95151543110209,1.95151543110209,"activation"
"AT3G16280","AP2/ERF-ERF","AT3G43290",0,1,0,0,0,0,0.951406392196169,1.95140639219617,"repression"
"AT3G16280","AP2/ERF-ERF","AT4G01270",0,1,0,0,0,0,0.951381229371726,1.95138122937173,"activation"
"AT1G77200","AP2/ERF-ERF","AT5G15880",0,1,0,0,0,0,0.951368647959505,1.9513686479595,"activation"
"AT3G16280","AP2/ERF-ERF","AT4G26980",0,1,0,0,0,0,0.951309934702471,1.95130993470247,"activation"
"AT5G65640","bHLH","AT5G47310",0,0,1,0,0,1,0.951263802857658,1.95126380285766,"repression"
"AT1G77200","AP2/ERF-ERF","AT1G56350",0,1,0,0,0,0,0.951121213519147,1.95112121351915,"activation"
"AT1G77200","AP2/ERF-ERF","AT4G37740",0,1,0,0,0,0,0.951003787005079,1.95100378700508,"activation"
"AT1G77200","AP2/ERF-ERF","AT5G55280",0,1,0,0,0,0,0.950995399396931,1.95099539939693,"activation"
"AT3G16280","AP2/ERF-ERF","AT5G16560",0,1,0,0,0,0,0.950949267552119,1.95094926755212,"activation"
"AT5G54230","MYB","AT1G22710",0,1,0,0,0,0,0.950584406597693,1.95058440659769,"activation"
"AT3G16280","AP2/ERF-ERF","AT3G13360",0,1,0,0,0,0,0.95053827475288,1.95053827475288,"activation"
"AT1G77200","AP2/ERF-ERF","AT5G57090",0,1,0,0,0,0,0.950508918124363,1.95050891812436,"activation"
"AT3G16280","AP2/ERF-ERF","AT5G16080",0,1,0,0,0,0,0.950454398671403,1.9504543986714,"activation"
"AT1G77200","AP2/ERF-ERF","AT3G18035",0,1,0,0,0,0,0.950441817259181,1.95044181725918,"activation"
"AT3G16280","AP2/ERF-ERF","AT1G54030",0,1,0,0,0,0,0.950412460630664,1.95041246063066,"repression"
"AT3G16280","AP2/ERF-ERF","AT3G16770",0,1,0,0,0,0,0.950404073022517,1.95040407302252,"repression"
"AT5G54230","MYB","AT2G40070",0,1,0,0,0,0,0.950395685414369,1.95039568541437,"activation"
"AT1G77200","AP2/ERF-ERF","AT1G66460",0,1,0,0,0,0,0.950232127055488,1.95023212705549,"activation"
"AT3G16280","AP2/ERF-ERF","AT3G46570",0,1,0,0,0,0,0.950227933251414,1.95022793325141,"activation"
"AT3G16280","AP2/ERF-ERF","AT5G40780",0,1,0,0,0,0,0.950219545643267,1.95021954564327,"activation"
"AT5G54230","MYB","AT3G10260",0,1,0,0,0,0,0.950194382818824,1.95019438281882,"activation"
"AT5G54230","MYB","AT4G39400",0,1,0,0,0,0,0.950185995210676,1.95018599521068,"repression"
"AT3G16280","AP2/ERF-ERF","AT1G16080",0,1,0,0,0,0,0.950181801406602,1.9501818014066,"activation"
"AT1G77200","AP2/ERF-ERF","AT1G60420",0,1,0,0,0,0,0.950135669561789,1.95013566956179,"repression"
"AT3G16280","AP2/ERF-ERF","AT2G46710",0,1,0,0,0,0,0.950106312933272,1.95010631293327,"activation"
"AT3G16280","AP2/ERF-ERF","AT3G54610",0,1,0,0,0,0,0.950072762500682,1.95007276250068,"activation"
"AT1G77200","AP2/ERF-ERF","AT3G56200",0,1,0,0,0,0,0.950068568696608,1.95006856869661,"repression"
"AT3G16280","AP2/ERF-ERF","AT2G44810",0,1,0,0,0,0,0.950055987284386,1.95005598728439,"repression"
